epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,1621.19,1.75819,0.87424,0.78556,0.80632,0.78927,0.76745,0.36816,2.12515,1.19513,0.85228,0.000874842,0.000874842,0.000874842
74,1643.3,1.63861,0.79246,0.76193,0.85059,0.83148,0.82106,0.41409,2.0326,1.2114,0.84506,0.000863839,0.000863839,0.000863839
75,1665.71,1.76904,0.81662,0.76623,0.79253,0.825,0.79164,0.39149,2.13413,1.24512,0.84812,0.000852837,0.000852837,0.000852837
76,1685.61,1.68091,0.80953,0.77742,0.80152,0.81136,0.7971,0.40205,2.01126,1.23339,0.84661,0.000841835,0.000841835,0.000841835
77,1705.5,1.68334,0.78164,0.77857,0.8282,0.82024,0.80626,0.40831,1.9578,1.22265,0.84659,0.000830833,0.000830833,0.000830833
78,1725.16,1.67768,0.76936,0.75412,0.79361,0.82992,0.78636,0.38782,2.11882,1.2653,0.85897,0.000819831,0.000819831,0.000819831
79,1745.02,1.76913,0.87934,0.74938,0.82032,0.79641,0.79097,0.37021,2.09089,1.26268,0.85654,0.000808828,0.000808828,0.000808828
80,1765.03,1.68221,0.78708,0.78293,0.8594,0.825,0.79962,0.38086,2.1305,1.23792,0.85687,0.000797826,0.000797826,0.000797826
81,1784.81,1.64854,0.82931,0.77735,0.82293,0.81364,0.78669,0.37365,2.11292,1.2089,0.85364,0.000786824,0.000786824,0.000786824
82,1804.58,1.63888,0.77211,0.73787,0.85112,0.8,0.80736,0.40833,1.99548,1.16856,0.85188,0.000775822,0.000775822,0.000775822
83,1824.17,1.61613,0.71918,0.73474,0.87131,0.75819,0.79498,0.39802,2.04658,1.30024,0.85659,0.00076482,0.00076482,0.00076482
84,1843.68,1.57783,0.73092,0.77252,0.84078,0.81109,0.80694,0.4045,2.03959,1.21402,0.85104,0.000753817,0.000753817,0.000753817
85,1863.72,1.65626,0.78818,0.74521,0.83882,0.7866,0.7825,0.36273,2.16277,1.20108,0.85933,0.000742815,0.000742815,0.000742815
86,1885.91,1.7109,0.76129,0.74286,0.8464,0.86136,0.8562,0.40936,2.07621,1.11707,0.85162,0.000731813,0.000731813,0.000731813
87,1908.04,1.63138,0.78592,0.77148,0.87073,0.85213,0.85202,0.38271,2.13923,1.15089,0.85055,0.000720811,0.000720811,0.000720811
88,1930.14,1.63898,0.75834,0.75444,0.84993,0.83683,0.8141,0.36781,2.20964,1.17013,0.86151,0.000709809,0.000709809,0.000709809
89,1952.72,1.77246,0.76207,0.79525,0.90163,0.84773,0.85708,0.37738,2.12622,1.08364,0.86175,0.000698806,0.000698806,0.000698806
90,1975.05,1.65432,0.7374,0.73617,0.80746,0.78009,0.77729,0.3287,2.28054,1.26175,0.86483,0.000687804,0.000687804,0.000687804
91,1997.49,1.62143,0.7783,0.73685,0.81771,0.77214,0.7675,0.39625,2.11202,1.32505,0.84676,0.000676802,0.000676802,0.000676802
92,2020.71,1.73006,0.80472,0.79915,0.88389,0.79287,0.80119,0.40635,2.01808,1.23764,0.84517,0.0006658,0.0006658,0.0006658
93,2044.94,1.53719,0.7664,0.7316,0.88044,0.83047,0.82003,0.40896,2.07805,1.14343,0.84833,0.000654798,0.000654798,0.000654798
94,2070.02,1.6396,0.73152,0.76354,0.87181,0.81364,0.82257,0.40841,2.10668,1.22075,0.8496,0.000643795,0.000643795,0.000643795
95,2095.05,1.56272,0.75051,0.77459,0.8483,0.825,0.82596,0.40812,2.07706,1.2411,0.84837,0.000632793,0.000632793,0.000632793
96,2120.14,1.62397,0.73734,0.75844,0.88656,0.83413,0.80996,0.40411,2.02725,1.09799,0.84385,0.000621791,0.000621791,0.000621791
97,2145.66,1.68678,0.76966,0.76235,0.88313,0.84773,0.83161,0.34423,2.28817,1.26148,0.86039,0.000610789,0.000610789,0.000610789
98,2170.37,1.61201,0.73175,0.76261,0.88085,0.83636,0.80595,0.4078,2.013,1.12533,0.84587,0.000599787,0.000599787,0.000599787
99,2194.99,1.56919,0.69229,0.74361,0.85158,0.83636,0.83601,0.42574,2.0994,1.15933,0.85056,0.000588784,0.000588784,0.000588784
100,2219.59,1.50253,0.7097,0.7114,0.86774,0.82046,0.81685,0.37941,2.11379,1.20889,0.85345,0.000577782,0.000577782,0.000577782
101,2244.46,1.56657,0.69899,0.76425,0.86574,0.83636,0.82073,0.40776,2.1206,1.15838,0.84916,0.00056678,0.00056678,0.00056678
102,2268.94,1.56151,0.65763,0.74274,0.85091,0.75455,0.78843,0.41118,2.07927,1.28356,0.85014,0.000555778,0.000555778,0.000555778
103,2293.47,1.59542,0.67942,0.72454,0.86005,0.81211,0.80642,0.38467,2.08548,1.26631,0.85003,0.000544776,0.000544776,0.000544776
104,2318.06,1.61156,0.6588,0.74862,0.8748,0.83536,0.80785,0.41184,2.02908,1.17159,0.84654,0.000533773,0.000533773,0.000533773
105,2342.55,1.55263,0.71506,0.74175,0.86356,0.81986,0.80355,0.40203,2.10309,1.23291,0.85152,0.000522771,0.000522771,0.000522771
106,2367.08,1.71453,0.74902,0.76428,0.88268,0.83636,0.84113,0.3974,2.01111,1.18487,0.84304,0.000511769,0.000511769,0.000511769
107,2391.9,1.6157,0.72018,0.77755,0.88117,0.82164,0.80807,0.3799,2.14103,1.28796,0.85152,0.000500767,0.000500767,0.000500767
108,2416.76,1.59225,0.68291,0.72279,0.88314,0.8305,0.80867,0.38833,2.06873,1.19216,0.84868,0.000489765,0.000489765,0.000489765
109,2441.19,1.54877,0.75839,0.7623,0.88554,0.83636,0.81059,0.39217,2.05427,1.16083,0.8477,0.000478762,0.000478762,0.000478762
110,2465.64,1.51083,0.71168,0.72937,0.84756,0.8012,0.80927,0.39118,2.12593,1.22653,0.85533,0.00046776,0.00046776,0.00046776
111,2490.06,1.5202,0.71562,0.72386,0.88835,0.83403,0.79891,0.40716,2.00686,1.18523,0.84671,0.000456758,0.000456758,0.000456758
112,2514.57,1.60806,0.72519,0.72427,0.87405,0.8583,0.80399,0.39255,2.06683,1.16685,0.84715,0.000445756,0.000445756,0.000445756
113,2539.59,1.54383,0.71468,0.76457,0.85732,0.84247,0.79026,0.38309,2.01239,1.14118,0.84022,0.000434754,0.000434754,0.000434754
114,2564.48,1.53267,0.64777,0.70962,0.8188,0.82273,0.79421,0.36833,2.06558,1.22723,0.84571,0.000423751,0.000423751,0.000423751
115,2589.09,1.58083,0.69014,0.74298,0.8578,0.80427,0.78511,0.37544,2.07571,1.20063,0.85119,0.000412749,0.000412749,0.000412749
116,2613.37,1.43109,0.63908,0.6905,0.87787,0.83546,0.80836,0.3715,2.07558,1.13353,0.85178,0.000401747,0.000401747,0.000401747
117,2637.87,1.57659,0.66194,0.73721,0.84318,0.79925,0.78523,0.40899,2.11364,1.20896,0.8521,0.000390745,0.000390745,0.000390745
118,2659.85,1.59357,0.72821,0.75699,0.83805,0.8,0.79223,0.41354,2.10463,1.18121,0.85548,0.000379743,0.000379743,0.000379743
119,2681.42,1.54224,0.66145,0.71642,0.87632,0.83466,0.80642,0.39688,2.04833,1.16556,0.84483,0.00036874,0.00036874,0.00036874
120,2706.47,1.45556,0.65228,0.71398,0.87408,0.83636,0.82301,0.38859,2.08596,1.24043,0.84941,0.000357738,0.000357738,0.000357738
121,2731.06,1.5628,0.70991,0.73598,0.87303,0.84773,0.81161,0.3649,2.17005,1.23863,0.85677,0.000346736,0.000346736,0.000346736
122,2756.05,1.52802,0.65303,0.75042,0.86815,0.84698,0.79798,0.40087,2.02646,1.17014,0.84371,0.000335734,0.000335734,0.000335734
123,2780.59,1.51197,0.64359,0.71635,0.86822,0.8453,0.80396,0.40028,2.05042,1.18444,0.84556,0.000324732,0.000324732,0.000324732
124,2804.96,1.37288,0.5709,0.67463,0.84752,0.8398,0.7959,0.40493,2.07446,1.22045,0.8493,0.000313729,0.000313729,0.000313729
125,2829.64,1.52965,0.62549,0.74448,0.87968,0.84773,0.79983,0.42267,2.0229,1.1781,0.85076,0.000302727,0.000302727,0.000302727
126,2854.47,1.35256,0.57202,0.68886,0.87642,0.84221,0.79969,0.42152,2.00925,1.17613,0.84832,0.000291725,0.000291725,0.000291725
127,2879.14,1.52426,0.64882,0.76887,0.85716,0.81136,0.78523,0.4062,2.04252,1.18859,0.85217,0.000280723,0.000280723,0.000280723
128,2902.7,1.46663,0.58847,0.72274,0.88754,0.8456,0.79986,0.38112,2.08059,1.17644,0.84931,0.000269721,0.000269721,0.000269721
