candidate_id,class_id,scale_bin,contrast_bin,morphology_bin,median_confidence,median_iou,std_confidence,std_iou,weakness_score,boundary_score,manifold_score,consensus_score,anchor_score,final_score,manifold_valid,selected,selection_group
dwbg_0_3407_32_000106,0,large,medium,compact,0.28810587525367737,0.4171694219112396,0.12623053789138794,0.05796738713979721,0.19203629032258066,0.0,0.6244751916856761,0.39812485169837897,0.15745320362137163,5.979511931102344e-14,True,False,
dwbg_0_3407_33_000107,0,large,medium,medium,0.008286816067993641,0.5459544062614441,0.005657989531755447,0.2721810042858124,0.20161290322580647,0.0,0.7693917860937012,0.2492758986827252,0.04495596670735984,6.793284251033184e-14,True,False,
dwbg_0_3407_34_000108,0,medium,high,elongated,0.0833650603890419,0.6029539704322815,0.10064850747585297,0.013290748931467533,0.1975806451612903,0.07444196578053247,0.7266828400505309,0.5656972250200035,0.1259231901410405,0.0018697370335409309,True,False,
dwbg_0_3407_35_000109,0,tiny,low,medium,0.006994366645812988,0.6837726831436157,0.03898965194821358,0.33756738901138306,0.2322328629032258,0.0,0.7170805470219996,0.15216570236174556,0.02496723288765544,5.500902851971238e-14,True,False,
dwbg_0_3407_36_000110,0,tiny,low,elongated,0.021056024357676506,0.6878304481506348,0.019699489697813988,0.32561159133911133,0.2282006048387097,0.0,0.37249624243884116,0.17789613589843176,0.015976196703793705,2.1881792369581394e-14,True,False,
dwbg_0_3407_38_000111,0,medium,low,compact,0.19220198690891266,0.5441320538520813,0.03679859638214111,0.06038534268736839,0.1944304435483871,0.5095099787104824,0.7641428955088385,0.6151312032276292,0.21186443466943564,0.037045806703458035,True,True,hard
dwbg_0_3407_39_000112,0,tiny,low,elongated,0.0,0.0,0.0005532478680834174,0.0,0.2282006048387097,0.0,0.5118522462001545,0.9972375831741515,0.11424610374596551,8.345128532989902e-14,True,False,
dwbg_0_3407_40_000113,0,medium,low,medium,0.18330827355384827,0.6208469867706299,0.06405872851610184,0.11463718861341476,0.2040070564516129,0.4534092039207748,0.5262160860766395,0.40922932401865436,0.09350013774916736,0.015209335516103147,True,False,
dwbg_0_3407_41_000114,0,tiny,medium,medium,0.026079416275024414,0.0,0.03631683811545372,0.0,0.23790322580645162,0.0,0.7058609059190879,0.8339480317816549,0.14354851625138976,1.2883934806540114e-13,True,False,
dwbg_0_3407_42_000115,0,large,medium,elongated,0.0,0.0,0.06653494387865067,0.3118566572666168,0.1975806451612903,0.0,0.7536071056036531,0.15077629876919316,0.02593132393604581,5.0191296628746444e-14,True,False,
dwbg_0_3407_45_000116,0,tiny,low,compact,0.0,0.0,0.0,0.0,0.22265625,0.0,0.6265142538109997,1.0,0.1407289480982631,1.104158256911089e-13,True,False,
dwbg_0_3407_46_000117,0,medium,low,elongated,0.05586040019989014,0.3172111511230469,0.06135560944676399,0.25862276554107666,0.19997479838709675,0.0,0.5640268060713695,0.20191834924816976,0.03161028386507467,3.806385571245252e-14,True,False,
