candidate_id,class_id,manifold_valid,fgau_eligible,fgau_utility,median_iou,median_confidence,source_image,seed
dwbg_1_42_6_000081,1,True,True,0.7204187741841597,0.46095001697540283,0.3611758351325989,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/6.jpg,42
dwbg_1_42_9_000082,1,True,True,0.7304566907378052,0.634576678276062,0.20557141304016113,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/9.jpg,42
dwbg_0_3407_0_000083,0,False,False,,0.350967675447464,0.009769131429493427,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/0.jpg,3407
dwbg_0_3407_10_000084,0,False,False,,0.6752994656562805,0.41531357169151306,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/10.jpg,3407
dwbg_0_3407_11_000085,0,False,False,,0.0,0.0,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/11.jpg,3407
dwbg_0_3407_12_000086,0,True,True,0.8121830145650293,0.6388627886772156,0.02786208502948284,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/12.jpg,3407
dwbg_0_3407_13_000087,0,True,True,0.8567564238061822,0.3468163013458252,0.005237700883299112,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/13.jpg,3407
dwbg_0_3407_14_000088,0,False,False,,0.0,0.0,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/14.jpg,3407
dwbg_0_3407_15_000089,0,True,True,0.8154872215670014,0.6442856192588806,0.05518799647688866,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/15.jpg,3407
dwbg_0_3407_16_000090,0,False,False,,0.0,0.0,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/16.jpg,3407
dwbg_0_3407_17_000091,0,True,True,0.8019399616670254,0.5904167890548706,0.48340967297554016,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/17.jpg,3407
dwbg_0_3407_18_000092,0,False,False,,0.5509244203567505,0.028737006708979607,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/18.jpg,3407
dwbg_0_3407_19_000093,0,True,True,0.7929862647804544,0.3651438057422638,0.10590609908103943,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/19.jpg,3407
dwbg_0_3407_2_000094,0,True,True,0.7595659807323847,0.8094696402549744,0.08779456466436386,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/2.jpg,3407
dwbg_0_3407_20_000095,0,False,False,,0.0,0.015305635519325733,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/20.jpg,3407
dwbg_0_3407_21_000096,0,True,True,0.7559405163518425,0.6963801383972168,0.013519207015633583,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/21.jpg,3407
dwbg_0_3407_22_000097,0,True,True,0.8021055798539249,0.7434386014938354,0.049980003386735916,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/22.jpg,3407
dwbg_0_3407_23_000098,0,False,False,,0.0,0.0022716906387358904,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/23.jpg,3407
dwbg_0_3407_24_000099,0,False,False,,0.0,0.07087285071611404,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/24.jpg,3407
dwbg_0_3407_26_000100,0,True,True,0.6155935906180879,0.0,0.0026905445847660303,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/26.jpg,3407
dwbg_0_3407_27_000101,0,True,True,0.8438316198355785,0.6282019019126892,0.03234438970685005,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/27.jpg,3407
dwbg_0_3407_28_000102,0,True,True,0.7960424696478803,0.6382412910461426,0.22511504590511322,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/28.jpg,3407
dwbg_0_3407_29_000103,0,False,False,,0.63630211353302,0.0064272284507751465,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed3407/sd2_2000_s42_msdf_v3/Plastic_Bomo/01_Flash_point/image/29.jpg,3407
